cliente,vendedor,unidade,mes,produto,status,marca,tipo_pagamento,tipo_frete,prazo,valor_total
Antônio Farias,Julia Macedo,Marques,2024-11,Óleo Vegetal Orgânico 10kg,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"20670,532"
Gabrielly da Luz,Yuri Peixoto,Sales das Pedras,2024-11,Arroz Select 25kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"5027,673"
Dra. Emanuella Silva,Gael Araújo,Oliveira de Araújo,2024-11,Soja Select 10kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"483,719"
Luiz Henrique Albuquerque,Alícia Brito,Moraes,2024-11,Feijão Natural 10kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"20799,899"
Amanda Machado,Joana da Mota,Borges,2024-11,Fertilizante Premium 500g,Entregue,TerraForte,Prazo,CIF,mais que 180,"3178,9"
Maria Alice Campos,João Felipe Pereira,Almeida,2024-11,Feijão Select 20kg,Entregue,BlueFarm,Pagamento à vista,CIF,até 30,"4186,603"
Laís Montenegro,Ana Luiza Sousa,Cunha,2024-11,Inseticida Select 1L,Entregue,EcoLine,Prazo,CIF,mais que 180,"1059,633"
Dra. Aylla Melo,Lara da Rosa,Montenegro de Brito,2024-11,Produto Orgânico Integral 250ml,Entregue,NovaTech,Prazo,CIF,mais que 180,"1059,633"
Pedro Miguel Caldeira,Jade Rocha,Novais dos Dourados,2024-11,Adubo Premium 250ml,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"39923,656"
Srta. Alana Andrade,Luiza Cunha,Teixeira de Teixeira,2024-11,Semente Fortificado 25kg,Entregue,VittaMais,Prazo,CIF,até 30,"61870,98"
Sra. Heloísa Aragão,Milena da Cruz,Dias Alegre,2024-11,Adubo Premium 25kg,Entregue,BlueFarm,Prazo,CIF,até 30,"41434,808"
Heitor Brito,Bárbara Viana,Andrade das Pedras,2024-10,Adubo Integral 5L,Entregue,AgroPlus,Prazo,FOB,mais que 180,"97493,666"
Dr. Benicio Lopes,Laís Sampaio,Marques de Peixoto,2024-11,Milho Orgânico 1L,Entregue,SkyMarket,Prazo,CIF,de 121 à 180,"78510,524"
Hadassa Lopes,Gustavo da Cruz,Barros de Pinto,2024-11,Suplemento Fortificado 20kg,Entregue,AgroPlus,Prazo,CIF,de 61 à 120,"13639,739"
Oliver Abreu,Kaique Garcia,Sá,2025-03,Arroz Integral 500g,Novo,PrimeFood,Prazo,CIF,de 31 à 60,"2467,457"
Stephany Casa Grande,Yan Melo,Ribeiro do Norte,2024-11,Soja Fortificado 250ml,Entregue,SmartAgro,Prazo,CIF,mais que 180,"9544,63"
Sra. Juliana Barros,Antony Martins,Cassiano de Fernandes,2024-11,Adubo Extra 20kg,Entregue,NovaTech,Prazo,FOB,mais que 180,"30185,539"
Carlos Eduardo Silveira,Ana Cecília Vargas,Aparecida dos Dourados,2024-11,Ração Tradicional 5L,Entregue,SkyMarket,Prazo,CIF,mais que 180,"3674,761"
João Gabriel Nascimento,Clarice Lopes,Azevedo,2024-11,Feijão Tradicional 250ml,Entregue,VittaMais,Pagamento parcelado,CIF,mais que 180,"2606,081"
Ester Ribeiro,Pietra Guerra,Cavalcante de Minas,2024-11,Açúcar Select 10kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"73682,713"
Luiz Fernando Oliveira,João Lucas Nogueira,Campos Verde,2024-11,Inseticida Integral 1L,Entregue,VittaMais,Prazo,CIF,de 61 à 120,"5249,659"
Lorenzo Machado,Isis Rocha,Cunha,2024-11,Inseticida Integral 20kg,Entregue,VittaMais,Pagamento parcelado,CIF,mais que 180,"3899,747"
Léo Moura,Sra. Alícia Barros,Vargas,2024-11,Óleo Vegetal Extra 25kg,Entregue,SkyMarket,Prazo,CIF,mais que 180,"5087,064"
Ana Liz Costela,Maria Cecília Albuquerque,Camargo do Oeste,2024-11,Ração Especial 1L,Entregue,PrimeFood,Prazo,FOB,mais que 180,"7429,205"
Josué Ferreira,Bryan Mendes,Sá de Brito,2024-11,Produto Orgânico Especial 250ml,Entregue,BlueFarm,Prazo,FOB,mais que 180,"4555,954"
Sra. Emanuelly Cavalcanti,Ravi Lucca Pinto,Machado da Prata,2024-11,Farinha Tradicional 1kg,Entregue,SmartAgro,Prazo,CIF,mais que 180,"3771,88"
Ana Lívia Caldeira,Dr. Ryan Brito,Marques,2024-11,Herbicida Refinado 500g,Entregue,PrimeFood,Prazo,CIF,de 61 à 120,"22357,922"
Nina Monteiro,Isaac Viana,Pastor,2024-11,Arroz Natural 500g,Entregue,SkyMarket,Prazo,CIF,mais que 180,"10304,331"
Kaique Castro,Gustavo Henrique Souza,Cassiano,2024-11,Produto Orgânico Fortificado 500g,Entregue,VittaMais,Prazo,CIF,mais que 180,"6753,686"
Heitor da Paz,Caleb Costela,Marques,2024-11,Fertilizante Especial 500g,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"23187,556"
Sr. Emanuel Freitas,Ana Cecília da Cunha,Cardoso dos Dourados,2024-11,Arroz Extra 1kg,Entregue,VittaMais,Prazo,FOB,até 30,"3235,102"
Melina Cunha,Heloísa Rezende,Nogueira de Peixoto,2024-11,Arroz Select 10kg,Entregue,BlueFarm,Prazo,CIF,mais que 180,"1553,243"
Dra. Giovanna Câmara,Ravi Lucca Cunha,Ramos,2024-11,Arroz Integral 500g,Entregue,BioVida,Pagamento parcelado,CIF,mais que 180,"12591,937"
Srta. Maria Julia Freitas,Caio Fernandes,Jesus de Araújo,2024-11,Soja Premium 1L,Entregue,VittaMais,Prazo,CIF,mais que 180,"16006,398"
Ian Campos,Anthony Cavalcante,Pacheco,2024-11,Adubo Refinado 5L,Entregue,EcoLine,Prazo,CIF,mais que 180,"15912,091"
Luiz Gustavo Brito,Sr. José Miguel Pereira,Vieira da Prata,2024-11,Semente Select 25kg,Entregue,AgroPlus,Prazo,CIF,mais que 180,"6066,168"
João Miguel Moraes,Diego Sampaio,Vieira,2024-11,Café Tradicional 1kg,Entregue,PrimeFood,Prazo,CIF,de 61 à 120,"7733,873"
Paulo Albuquerque,Isabella Viana,Sá das Pedras,2024-11,Farinha Fortificado 25kg,Entregue,VittaMais,Prazo,FOB,mais que 180,"30373,027"
Juliana Siqueira,Gustavo Vargas,Nogueira,2024-11,Inseticida Integral 1kg,Entregue,VittaMais,Prazo,CIF,até 30,"34685,284"
Emanuel Castro,Maria Laura da Rocha,Novais,2024-11,Herbicida Refinado 5L,Entregue,SmartAgro,Prazo,CIF,mais que 180,"7808,868"
Sra. Nina Câmara,Murilo Cassiano,Santos do Amparo,2024-11,Arroz Premium 1kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"27571,959"
Sra. Ana Lívia Casa Grande,Maria Fernanda Vargas,Novaes de Garcia,2024-11,Herbicida Orgânico 500g,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"5605,511"
Yan Barros,Mariana Mendonça,Silveira Alegre,2024-11,Ração Especial 1L,Entregue,BlueFarm,Prazo,CIF,mais que 180,"131240,583"
Leonardo Alves,Amanda Cunha,Costa,2024-11,Produto Orgânico Orgânico 1kg,Entregue,AgroPlus,Prazo,FOB,de 31 à 60,"4422,017"
João Lucas Gomes,Dr. Eduardo Teixeira,Almeida,2024-11,Óleo Vegetal Orgânico 10kg,Entregue,BlueFarm,Prazo,CIF,até 30,"3244,289"
Nathan da Costa,Fernanda Aragão,da Rocha das Flores,2024-11,Suplemento Integral 250ml,Entregue,NovaTech,Prazo,CIF,mais que 180,"36372,637"
Laura Viana,Luan Ramos,da Paz da Mata,2024-11,Produto Orgânico Select 20kg,Entregue,PrimeFood,Prazo,CIF,até 30,"6260,218"
Dr. Bernardo Costela,Dr. Renan Carvalho,Gomes,2024-11,Soja Integral 500g,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"25648,334"
Carlos Eduardo Sá,João Guilherme Sá,Silva,2024-11,Ração Natural 1kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"13284,449"
Lorena Aragão,Thales Melo,Caldeira Verde,2024-11,Arroz Fortificado 500g,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"13592,867"
Luiz Felipe Carvalho,Luiza Fonseca,Freitas,2024-11,Milho Tradicional 1kg,Entregue,NovaTech,Prazo,CIF,mais que 180,"6458,955"
Bárbara Ribeiro,Enrico Cunha,da Cruz do Oeste,2024-11,Arroz Refinado 5L,Entregue,BlueFarm,Prazo,CIF,até 30,"2202,044"
Maitê Rocha,Samuel Nascimento,Aparecida,2024-11,Óleo Vegetal Natural 500g,Entregue,NovaTech,Prazo,CIF,até 30,"2399,844"
Hellena Moura,Daniela Casa Grande,Leão das Flores,2024-11,Produto Orgânico Orgânico 10kg,Entregue,BioVida,Prazo,CIF,mais que 180,"5813,06"
Juan Sampaio,Alexandre Nogueira,Freitas do Norte,2024-11,Milho Premium 1kg,Entregue,AgroPlus,Prazo,CIF,até 30,"6821,047"
Evelyn Cunha,Isadora Mendonça,Novais da Praia,2024-11,Farinha Select 20kg,Entregue,TerraForte,Prazo,CIF,mais que 180,"3438,527"
Gael Araújo,Antonella Fonseca,Souza de Minas,2024-11,Ração Extra 5L,Entregue,EcoLine,Prazo,FOB,de 121 à 180,"7002,67"
Vitor Nascimento,Augusto Ferreira,Costela,2024-11,Óleo Vegetal Select 250ml,Entregue,BioVida,Prazo,CIF,mais que 180,"9093,159"
Clara Pires,Maria Liz Vieira,Novais,2024-11,Semente Extra 500g,Entregue,NovaTech,Prazo,CIF,até 30,"3274,475"
Srta. Laís Moraes,Ana Luiza Cassiano,Fogaça do Oeste,2024-11,Soja Especial 1kg,Entregue,NovaTech,Prazo,FOB,de 31 à 60,"33072,851"
Clarice Jesus,Ravi Lucca Sá,Costela da Prata,2024-11,Herbicida Especial 5L,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"22048,568"
Lucas Gabriel Ribeiro,Dra. Marina Silveira,da Rosa,2024-11,Inseticida Extra 1L,Entregue,TerraForte,Prazo,FOB,de 31 à 60,"33072,851"
Heitor da Cruz,Benjamin Farias,Pacheco da Serra,2024-11,Ração Refinado 1kg,Entregue,SkyMarket,Prazo,CIF,mais que 180,"53148,109"
Dr. Paulo Aparecida,Marcela Pinto,da Rocha,2024-11,Farinha Natural 10kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"30963,613"
Anthony Gabriel Moura,Gabriela Lopes,Costela,2024-11,Suplemento Natural 500g,Entregue,PrimeFood,Prazo,CIF,mais que 180,"8256,964"
Pedro Lucas Costa,Brenda Câmara,Pastor,2024-11,Milho Select 1kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"8256,964"
João Viana,Matheus Camargo,Pastor,2024-11,Semente Natural 1L,Entregue,PrimeFood,Prazo,CIF,mais que 180,"20642,409"
Lorenzo Silveira,Sra. Lívia Fonseca,Farias dos Dourados,2024-11,Milho Fortificado 10kg,Entregue,VittaMais,Pagamento à vista,CIF,até 30,"15299,006"
Sra. Raquel Moura,Erick Moura,Andrade da Prata,2024-11,Adubo Especial 1L,Entregue,SmartAgro,Prazo,CIF,até 30,"16873,904"
Sabrina Barbosa,Vinícius Barbosa,Câmara de Goiás,2024-11,Feijão Refinado 1kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"40787,975"
Jade Duarte,Ana Casa Grande,Viana de Minas,2024-11,Adubo Orgânico 20kg,Entregue,SmartAgro,Prazo,CIF,até 30,"3674,761"
Srta. Maria Eduarda Castro,Laura da Cruz,Ferreira do Oeste,2024-11,Arroz Select 500g,Entregue,NovaTech,Prazo,CIF,até 30,"4439,712"
José Miguel Santos,Marcos Vinicius Siqueira,Sousa da Serra,2024-11,Soja Refinado 25kg,Entregue,NovaTech,Prazo,FOB,até 30,"1537,775"
Stella Jesus,Ana Laura Castro,Cirino do Amparo,2024-11,Arroz Orgânico 5L,Entregue,SkyMarket,Prazo,FOB,até 30,"3218,697"
Valentina Lima,Sofia Santos,Souza de Marques,2024-11,Arroz Orgânico 1kg,Entregue,NovaTech,Prazo,FOB,até 30,"2389,345"
Lorenzo da Cruz,João Vitor Montenegro,Porto Verde,2024-11,Arroz Fortificado 10kg,Entregue,TerraForte,Pagamento à vista,CIF,até 30,"2707,324"
Rhavi Montenegro,Mirella Novaes,Pimenta do Oeste,2024-11,Açúcar Premium 25kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"36278,893"
Liam Souza,Juliana Viana,Cunha da Serra,2024-11,Café Orgânico 500g,Entregue,NovaTech,Prazo,CIF,de 121 à 180,"9809,363"
Eduarda Araújo,Srta. Ester Lima,Costela,2024-11,Inseticida Integral 5L,Entregue,AgroPlus,Prazo,CIF,até 30,"1148,363"
Sra. Olívia Fonseca,Sabrina Macedo,Machado,2024-11,Suplemento Refinado 10kg,Entregue,NovaTech,Prazo,CIF,até 30,"1607,708"
Maria Eduarda Rocha,Brayan Jesus,Cunha,2024-11,Açúcar Select 20kg,Entregue,BioVida,Prazo,CIF,até 30,"3215,416"
Lara da Conceição,Manuella Barros,Duarte,2024-11,Açúcar Integral 25kg,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"14111,083"
Gabriel Souza,Dr. Brayan Ribeiro,Moraes do Norte,2024-11,Farinha Natural 1kg,Entregue,TerraForte,Prazo,CIF,até 30,"7055,542"
Juliana Rocha,Nina Moreira,Aragão,2024-11,Farinha Natural 25kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"16756,911"
Ana Mendonça,Fernanda Vargas,Albuquerque Paulista,2024-11,Inseticida Orgânico 1kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"22071,066"
Daniela Siqueira,Natália Melo,Pires da Serra,2024-11,Soja Especial 5L,Entregue,TerraForte,Prazo,CIF,mais que 180,"30523,017"
Sra. Bruna da Rocha,Ana Laura da Conceição,Rezende das Flores,2024-11,Suplemento Especial 1kg,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"5230,91"
Pedro Miguel Mendonça,Dr. Pedro Miguel Pinto,Freitas,2024-11,Produto Orgânico Tradicional 250ml,Entregue,TerraForte,Prazo,CIF,até 30,"29201,228"
Ian Fogaça,Jade Moreira,Costela,2024-12,Suplemento Select 10kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"4419,275"
Yasmin da Paz,Srta. Stephany Lopes,Câmara do Sul,2024-11,Arroz Integral 10kg,Entregue,SkyMarket,Prazo,CIF,de 121 à 180,"37707,55"
Gael Henrique Duarte,Dr. Henry Almeida,Cunha da Mata,2024-12,Adubo Refinado 10kg,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"6507,346"
Léo Casa Grande,Bella da Cunha,Albuquerque,2024-11,Arroz Especial 250ml,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"2452,341"
Ravy Pacheco,Ester Montenegro,Araújo dos Dourados,2024-11,Feijão Especial 10kg,Entregue,PrimeFood,Prazo,CIF,até 30,"7670,595"
Sr. Léo Leão,Pietra Pastor,Gonçalves,2024-11,Açúcar Orgânico 1L,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"7349,523"
Brayan Porto,Srta. Clarice Rocha,Carvalho,2024-11,Feijão Refinado 1kg,Entregue,SkyMarket,Prazo,FOB,de 61 à 120,"69647,038"
Sofia da Rosa,Sra. Alexia Rios,da Luz,2024-11,Milho Tradicional 25kg,Entregue,NovaTech,Prazo,CIF,até 30,"3924,12"
Matteo Cirino,Eduardo Pimenta,Cunha Alegre,2024-12,Arroz Especial 250ml,Entregue,EcoLine,Prazo,CIF,mais que 180,"8699,435"
Srta. Lara Ribeiro,Isabelly Sá,Fogaça de Souza,2024-12,Milho Tradicional 250ml,Entregue,BlueFarm,Prazo,CIF,até 30,"22892,263"
Gustavo Azevedo,André Novaes,Correia do Norte,2024-12,Arroz Especial 250ml,Entregue,AgroPlus,Prazo,CIF,mais que 180,"21062,382"
Ana Vitória Pastor,Júlia Vasconcelos,Sampaio Verde,2024-11,Semente Tradicional 1L,Entregue,EcoLine,Prazo,CIF,de 61 à 120,"20473,67"
Isabel Campos,Dra. Agatha da Luz,Farias dos Dourados,2024-11,Óleo Vegetal Select 1kg,Entregue,PrimeFood,Prazo,CIF,de 121 à 180,"31718,252"
Lívia Almeida,Brenda Pimenta,Oliveira de da Mota,2024-12,Soja Especial 250ml,Entregue,VittaMais,Prazo,CIF,de 121 à 180,"9191,59"
Hadassa Sampaio,Isabelly Cavalcante,Peixoto da Mata,2024-12,Óleo Vegetal Integral 25kg,Entregue,VittaMais,Prazo,CIF,de 61 à 120,"7349,523"
Dra. Ana Clara Mendonça,Srta. Zoe Pastor,Câmara,2024-11,Açúcar Integral 1kg,Entregue,SkyMarket,Prazo,FOB,mais que 180,"212939,29"
Srta. Manuela Vargas,Srta. Ísis Fernandes,Camargo de da Luz,2024-11,Farinha Select 10kg,Entregue,SmartAgro,Prazo,CIF,até 30,"3042,177"
Vinícius Siqueira,Lorenzo Sousa,Farias da Prata,2024-11,Soja Integral 25kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"13358,507"
Dra. Sara Câmara,Eduarda Rodrigues,Peixoto,2024-11,Fertilizante Premium 10kg,Entregue,AgroPlus,Prazo,CIF,mais que 180,"17241,38"
Marina Marques,Luigi da Mata,Campos,2024-11,Inseticida Refinado 1L,Entregue,VittaMais,Prazo,CIF,mais que 180,"40919,216"
Isadora Lima,Sra. Bruna Sousa,Porto de Minas,2024-12,Suplemento Tradicional 1L,Entregue,SmartAgro,Pagamento parcelado,FOB,mais que 180,"5652,758"
André Moreira,Gustavo da Cunha,Vasconcelos de Minas,2024-12,Óleo Vegetal Natural 5L,Entregue,BioVida,Prazo,CIF,até 30,"3830,376"
Sr. Pedro Miguel Novaes,Mariane Pacheco,Cassiano,2024-12,Fertilizante Orgânico 250ml,Entregue,VittaMais,Prazo,FOB,de 31 à 60,"11024,284"
Sra. Mariana Fonseca,Giovanna Melo,da Cruz das Pedras,2024-12,Adubo Refinado 25kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"11578,31"
Eduarda Camargo,Dr. Léo Rios,Rodrigues de Minas,2024-12,Farinha Tradicional 20kg,Entregue,BlueFarm,Prazo,CIF,mais que 180,"39606,802"
Allana Fonseca,Apollo Porto,Vieira das Flores,2024-12,Suplemento Refinado 1L,Entregue,AgroPlus,Prazo,CIF,mais que 180,"32810,368"
Larissa Costela,Luiza Siqueira,Brito do Sul,2024-12,Ração Extra 1L,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"9255,899"
Samuel Cirino,João Vitor Barros,Viana,2025-01,Herbicida Premium 1kg,Entregue,SmartAgro,Prazo,CIF,até 30,"3215,416"
Dra. Pietra Moura,Thales Martins,Fogaça do Norte,2024-12,Inseticida Especial 1L,Entregue,NovaTech,Prazo,CIF,até 30,"26248,295"
Gabriela Pires,Sr. Gustavo Henrique Carvalho,Moraes dos Dourados,2024-12,Café Especial 1kg,Entregue,AgroPlus,Prazo,CIF,até 30,"29904,307"
Lucas Gabriel da Rocha,Caio Fonseca,Gonçalves das Pedras,2024-12,Ração Natural 1kg,Entregue,TerraForte,Prazo,CIF,até 30,"24842,136"
Vicente Leão,Dr. Bruno Siqueira,Borges da Praia,2024-12,Café Fortificado 25kg,Entregue,VittaMais,Prazo,CIF,até 30,"33279,088"
Agatha Aparecida,Sr. Gustavo Henrique Costa,Oliveira das Pedras,2024-12,Adubo Tradicional 25kg,Entregue,SkyMarket,Prazo,CIF,até 30,"13752,232"
Mathias Campos,Stella Dias,Nogueira,2024-12,Produto Orgânico Tradicional 25kg,Entregue,BioVida,Prazo,CIF,mais que 180,"30841,746"
Theo Vasconcelos,João Vitor Nogueira,Teixeira Grande,2024-12,Ração Premium 1kg,Entregue,AgroPlus,Prazo,CIF,mais que 180,"17993,206"
Alana Moura,Maria Liz Pereira,Barros Alegre,2024-12,Ração Fortificado 20kg,Entregue,TerraForte,Prazo,CIF,até 30,"6876,116"
Arthur Melo,Dr. Davi Miguel Sampaio,Mendes,2024-12,Soja Orgânico 500g,Entregue,NovaTech,Prazo,FOB,mais que 180,"859,444"
Cauã Fogaça,Dra. Letícia Aragão,da Costa do Campo,2024-12,Milho Tradicional 250ml,Entregue,AgroPlus,Prazo,CIF,até 30,"4952,022"
Marcela Andrade,Vitor Aragão,Gomes da Prata,2024-12,Semente Orgânico 20kg,Entregue,BlueFarm,Prazo,CIF,de 121 à 180,"21930,966"
Maria Luísa Costela,Carolina Siqueira,Viana Verde,2024-12,Fertilizante Integral 10kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"2952,933"
Aurora Pimenta,Sofia Pinto,Rios da Serra,2024-12,Produto Orgânico Tradicional 25kg,Novo,BlueFarm,Pagamento à vista,CIF,até 30,"0,094"
Luiz Henrique Viana,Luiz Fernando da Conceição,Fonseca das Flores,2024-12,Farinha Fortificado 5L,Entregue,AgroPlus,Prazo,CIF,de 121 à 180,"15222,136"
Oliver Araújo,Lucas Brito,Silveira de Minas,2024-12,Arroz Especial 5L,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"3386,03"
Dante Cavalcanti,Bryan Sousa,Jesus das Flores,2024-12,Milho Premium 5L,Entregue,PrimeFood,Prazo,FOB,de 31 à 60,"44097,135"
Emanuella Freitas,Liz Ferreira,das Neves,2024-12,Inseticida Especial 1kg,Entregue,TerraForte,Prazo,CIF,mais que 180,"143615,669"
Cecília Pimenta,Maria Isis Moreira,Nascimento do Galho,2024-12,Inseticida Fortificado 25kg,Entregue,SkyMarket,Prazo,CIF,até 30,"10079,345"
Matteo Nunes,Dra. Sofia Lima,Costela,2024-12,Herbicida Refinado 500g,Entregue,TerraForte,Prazo,CIF,até 30,"3149,795"
Luan Cunha,Amanda Araújo,Aparecida do Oeste,2024-12,Ração Tradicional 25kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"6285,529"
Sara Moraes,Paulo Macedo,Brito,2024-12,Arroz Especial 500g,Entregue,BlueFarm,Prazo,CIF,até 30,"10994,286"
Théo da Rocha,Isaque Gonçalves,Cassiano,2024-12,Suplemento Premium 1kg,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"4609,388"
Srta. Ana Sophia Ferreira,Aurora Fernandes,Cavalcante,2024-12,Produto Orgânico Premium 1kg,Entregue,EcoLine,Prazo,CIF,até 30,"8999,415"
Gabriela Pastor,Ian Cassiano,Caldeira,2024-12,Produto Orgânico Fortificado 1kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"63459,096"
Theodoro Vasconcelos,Matteo Costela,Duarte,2024-12,Feijão Orgânico 25kg,Entregue,VittaMais,Pagamento parcelado,CIF,mais que 180,"20037,761"
Olivia Casa Grande,Srta. Luísa Vieira,Campos do Sul,2024-12,Semente Premium 1L,Entregue,AgroPlus,Prazo,CIF,mais que 180,"19948,704"
José Miguel Pacheco,Ana Julia Viana,Ramos,2024-12,Milho Orgânico 250ml,Entregue,EcoLine,Prazo,CIF,até 30,"13457,876"
Beatriz Alves,Maria Helena Vasconcelos,da Mata de Ramos,2024-12,Fertilizante Extra 10kg,Entregue,NovaTech,Prazo,CIF,até 30,"8999,415"
Henrique Campos,Josué da Luz,Farias de Costela,2024-12,Adubo Refinado 5L,Entregue,AgroPlus,Prazo,CIF,até 30,"14999,026"
Lunna Borges,Oliver Vargas,Costela,2024-12,Açúcar Select 500g,Entregue,SkyMarket,Prazo,FOB,mais que 180,"242,797"
Luan Cavalcante,Gabriel Caldeira,Barros,2024-12,Herbicida Especial 5L,Entregue,AgroPlus,Pagamento à vista,CIF,até 30,"3569,768"
Rafaela Gonçalves,Cecilia Azevedo,Rios de Mendes,2024-12,Produto Orgânico Fortificado 1kg,Entregue,AgroPlus,Prazo,CIF,mais que 180,"14485,778"
Ravy Moura,Vitor Gabriel Lima,Caldeira do Norte,2024-12,Café Integral 1L,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"21166,625"
Gabrielly da Luz,Sra. Maria Julia Barbosa,Castro,2024-12,Café Tradicional 10kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"28222,166"
Raul Cardoso,Liam Sá,Monteiro de Goiás,2024-12,Milho Fortificado 500g,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"42333,25"
Srta. Fernanda Albuquerque,Heitor Fonseca,Moreira,2024-12,Óleo Vegetal Integral 25kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"73401,481"
Vinícius Barbosa,Joaquim Rodrigues,Nascimento de Goiás,2024-12,Soja Natural 250ml,Entregue,SmartAgro,Prazo,CIF,mais que 180,"44528,357"
Bárbara Barbosa,Théo Machado,Almeida,2024-12,Óleo Vegetal Fortificado 10kg,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"6506,952"
Ian Sá,Luísa Pastor,Dias da Prata,2025-03,Adubo Especial 20kg,Novo,BlueFarm,Prazo,CIF,até 30,"2814,192"
Liam Rezende,Milena Camargo,Souza,2024-12,Semente Fortificado 25kg,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"41997,271"
Emanuella Nunes,Oliver Mendonça,Sousa do Oeste,2024-12,Café Natural 20kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"1335,851"
Sra. Maria Luiza Siqueira,Maria Júlia Rios,Silveira,2024-12,Suplemento Tradicional 25kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"15478,994"
Luiza Marques,Sra. Maria Sophia da Mata,Araújo de Cavalcanti,2024-12,Feijão Integral 5L,Entregue,BlueFarm,Pagamento à vista,CIF,até 30,"6732,688"
Mirella Silva,Danilo Azevedo,Moraes,2024-12,Açúcar Fortificado 250ml,Entregue,NovaTech,Prazo,CIF,mais que 180,"3136,671"
Mathias Aragão,Olívia Teixeira,Vasconcelos de Goiás,2024-12,Café Select 1L,Entregue,BioVida,Prazo,CIF,até 30,"99979,754"
Matteo Melo,Vinicius Nogueira,Sampaio,2024-12,Semente Premium 20kg,Entregue,SmartAgro,Prazo,CIF,até 30,"31851,368"
Letícia Souza,Miguel Andrade,da Cunha,2024-12,Arroz Fortificado 20kg,Entregue,EcoLine,Prazo,CIF,até 30,"18144,134"
Felipe da Mota,Marcela Rios,Cirino do Campo,2024-12,Óleo Vegetal Select 5L,Entregue,TerraForte,Prazo,CIF,até 30,"2462,465"
Sr. Ravi Alves,Elisa Novais,Borges,2024-12,Feijão Fortificado 5L,Entregue,BlueFarm,Prazo,CIF,de 121 à 180,"91540,928"
Igor Vargas,Elisa Garcia,Guerra de Rios,2024-12,Soja Integral 20kg,Entregue,NovaTech,Prazo,CIF,mais que 180,"4093,422"
Bryan Brito,Davi Lucca Pimenta,Casa Grande,2024-12,Milho Tradicional 250ml,Entregue,VittaMais,Prazo,CIF,mais que 180,"20073,383"
Isabela da Paz,Aurora Moreira,Pereira,2024-12,Suplemento Fortificado 25kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"6702,69"
Sr. Arthur Oliveira,Thiago Barros,Montenegro de Pastor,2024-12,Café Fortificado 25kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"7750,746"
Maitê Peixoto,Matteo Câmara,Mendonça das Pedras,2024-12,Óleo Vegetal Especial 25kg,Entregue,BlueFarm,Prazo,CIF,até 30,"5568,388"
Sra. Valentina Campos,Dr. João Vitor Campos,Cardoso do Amparo,2024-12,Soja Integral 1L,Entregue,NovaTech,Prazo,FOB,mais que 180,"75501,345"
Pietra Nascimento,Sr. Davi Lucca Fogaça,Santos de Gonçalves,2024-12,Fertilizante Select 25kg,Entregue,BioVida,Pagamento à vista,CIF,até 30,"5105,293"
Ana Beatriz Azevedo,Nicole Pastor,Costela da Serra,2024-12,Semente Especial 25kg,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"9749,367"
